PID,College,Level,lab01,lab01 - Max Points,lab01 - Lateness (H:M:S),lab02,lab02 - Max Points,lab02 - Lateness (H:M:S),project01,project01 - Max Points,project01 - Lateness (H:M:S),lab03,lab03 - Max Points,lab03 - Lateness (H:M:S),project01_free_response,project01_free_response - Max Points,project01_free_response - Lateness (H:M:S),lab04,lab04 - Max Points,lab04 - Lateness (H:M:S),lab05,lab05 - Max Points,lab05 - Lateness (H:M:S),project02_checkpoint01,project02_checkpoint01 - Max Points,project02_checkpoint01 - Lateness (H:M:S),Midterm,Midterm - Max Points,Midterm - Lateness (H:M:S),lab06,lab06 - Max Points,lab06 - Lateness (H:M:S),project02_checkpoint02,project02_checkpoint02 - Max Points,project02_checkpoint02 - Lateness (H:M:S),lab07,lab07 - Max Points,lab07 - Lateness (H:M:S),project02,project02 - Max Points,project02 - Lateness (H:M:S),project02_free_response,project02_free_response - Max Points,project02_free_response - Lateness (H:M:S),lab08,lab08 - Max Points,lab08 - Lateness (H:M:S),lab09,lab09 - Max Points,lab09 - Lateness (H:M:S),project03_checkpoint01,project03_checkpoint01 - Max Points,project03_checkpoint01 - Lateness (H:M:S),project03,project03 - Max Points,project03 - Lateness (H:M:S),Final,Final - Max Points,Final - Lateness (H:M:S),Total Lateness (H:M:S),project05_free_response,project05_free_response - Max Points,project05_free_response - Lateness (H:M:S),project04,project04 - Max Points,project04 - Lateness (H:M:S),project05,project05 - Max Points,project05 - Lateness (H:M:S),discussion01,discussion01 - Max Points,discussion01 - Lateness (H:M:S),discussion02,discussion02 - Max Points,discussion02 - Lateness (H:M:S),discussion03,discussion03 - Max Points,discussion03 - Lateness (H:M:S),discussion04,discussion04 - Max Points,discussion04 - Lateness (H:M:S),discussion05,discussion05 - Max Points,discussion05 - Lateness (H:M:S),discussion06,discussion06 - Max Points,discussion06 - Lateness (H:M:S),discussion07,discussion07 - Max Points,discussion07 - Lateness (H:M:S),discussion08,discussion08 - Max Points,discussion08 - Lateness (H:M:S),discussion09,discussion09 - Max Points,discussion09 - Lateness (H:M:S),discussion10,discussion10 - Max Points,discussion10 - Lateness (H:M:S)
A14429482,MU,JR,93.0,100.0,00:00:00,85.0,100.0,00:00:00,66.0,85.0,00:00:00,85.0,100.0,00:00:00,15.0,15.0,00:00:00,82.0,100.0,00:00:00,70.0,70.0,00:00:00,3.0,10.0,00:00:00,46.0,47.0,00:00:00,83.0,85.0,00:00:00,10.0,10.0,00:00:00,71.0,100.0,00:00:00,68.0,75.0,00:00:00,25.0,25.0,00:00:00,90.0,100.0,00:00:00,46.0,50.0,00:00:00,0.0,10.0,00:00:00,78.0,100.0,00:00:00,60.0,87.0,00:00:00,22:31:06,19.0,25,00:00:00,64.0,75,00:00:00,70.0,75,22:31:06,10.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,22:31:06,9.0,10,00:00:00,8.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00
A14366857,WA,SR,96.0,100.0,00:00:00,86.0,100.0,00:00:00,71.0,85.0,00:00:00,71.0,100.0,00:00:00,9.0,15.0,00:00:00,72.0,100.0,00:00:00,,70.0,00:00:00,,10.0,00:00:00,25.0,47.0,00:00:00,62.0,85.0,00:00:00,,10.0,00:00:00,91.0,100.0,00:00:00,71.0,75.0,00:00:00,,25.0,00:00:00,25.0,100.0,00:00:00,49.0,50.0,00:00:00,,10.0,00:00:00,90.0,100.0,00:00:00,67.0,87.0,00:00:00,00:00:00,20.0,25,00:00:00,65.0,75,00:00:00,71.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14521581,RE,JR,98.0,100.0,00:00:00,97.0,100.0,00:00:00,74.0,85.0,00:00:00,92.0,100.0,00:00:00,12.0,15.0,00:00:00,96.0,100.0,00:00:00,70.0,70.0,384:50:21,3.0,10.0,00:00:00,25.0,47.0,00:00:00,75.0,85.0,00:00:00,10.0,10.0,00:00:00,89.0,100.0,00:00:00,67.0,75.0,00:00:00,24.0,25.0,00:00:00,82.0,100.0,00:00:00,50.0,50.0,00:00:00,0.0,10.0,00:00:00,100.0,100.0,00:00:00,67.0,87.0,00:00:00,384:50:21,22.0,25,00:00:00,68.0,75,00:00:00,74.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14254860,SI,SO,86.0,100.0,52:38:30,84.0,100.0,00:00:00,65.0,85.0,00:00:00,80.0,100.0,00:00:00,11.0,15.0,00:00:00,91.0,100.0,00:00:00,70.0,70.0,00:00:00,10.0,10.0,00:00:00,47.0,47.0,00:00:00,75.0,85.0,418:53:50,8.0,10.0,00:00:00,82.0,100.0,00:00:00,54.0,75.0,00:00:00,25.0,25.0,00:00:00,100.0,100.0,00:00:00,46.0,50.0,00:00:00,1.0,10.0,00:00:00,95.0,100.0,00:00:00,69.0,87.0,00:00:00,471:32:20,17.0,25,00:00:00,60.0,75,00:00:00,66.0,75,00:00:00,9.0,10,00:00:00,8.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,8.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,52:38:30,9.0,10,00:00:00
A14315875,WA,JR,100.0,100.0,00:00:00,96.0,100.0,00:00:00,69.0,85.0,00:00:00,94.0,100.0,00:00:00,8.0,15.0,00:00:00,91.0,100.0,00:00:00,64.0,70.0,00:00:00,10.0,10.0,00:00:00,47.0,47.0,00:00:00,82.0,85.0,00:00:00,10.0,10.0,00:00:00,80.0,100.0,00:00:00,68.0,75.0,00:00:00,25.0,25.0,00:00:00,99.0,100.0,257:20:17,47.0,50.0,00:00:00,0.0,10.0,00:00:00,100.0,100.0,00:00:00,80.0,87.0,00:00:00,257:21:00,21.0,25,00:00:00,66.0,75,257:20:17,72.0,75,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,257:20:17,9.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00
A14554792,SI,JR,93.0,100.0,00:00:00,56.0,100.0,00:00:00,60.0,85.0,00:00:00,62.0,100.0,00:00:00,6.0,15.0,00:00:00,90.0,100.0,39:55:04,40.0,70.0,00:00:00,10.0,10.0,00:00:00,36.0,47.0,00:00:00,69.0,85.0,00:00:00,10.0,10.0,00:00:00,93.0,100.0,00:00:00,62.0,75.0,00:00:00,17.0,25.0,00:00:00,57.0,100.0,00:00:00,37.0,50.0,00:00:00,,10.0,00:00:00,81.0,100.0,00:00:00,49.0,87.0,00:00:00,52:13:39,18.0,25,00:00:00,59.0,75,00:00:00,65.0,75,00:00:00,8.0,10,00:00:00,7.0,10,39:55:04,8.0,10,00:00:00,9.0,10,00:00:00,8.0,10,00:00:00,8.0,10,52:13:39,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,9.0,10,00:00:00
A14883274,FI,JR,82.0,100.0,00:00:00,56.0,100.0,00:00:00,57.0,85.0,00:00:00,88.0,100.0,00:00:00,15.0,15.0,00:00:00,91.0,100.0,00:00:00,56.0,70.0,00:00:00,9.0,10.0,00:00:00,33.0,47.0,00:00:00,76.0,85.0,645:24:50,10.0,10.0,00:00:00,89.0,100.0,00:00:00,65.0,75.0,00:00:00,19.0,25.0,00:00:00,100.0,100.0,00:00:00,44.0,50.0,00:00:00,6.0,10.0,00:00:00,82.0,100.0,00:00:00,68.0,87.0,00:00:00,669:12:21,18.0,25,00:00:00,55.0,75,00:00:00,61.0,75,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,645:24:50,7.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00
A14280974,SI,SR,100.0,100.0,00:00:00,86.0,100.0,00:00:00,77.0,85.0,00:00:00,93.0,100.0,00:00:00,8.0,15.0,00:00:00,93.0,100.0,00:00:00,70.0,70.0,00:00:00,10.0,10.0,00:00:00,47.0,47.0,00:00:00,85.0,85.0,00:00:00,6.0,10.0,00:00:00,92.0,100.0,00:00:00,61.0,75.0,00:00:00,13.0,25.0,00:00:00,82.0,100.0,00:00:00,47.0,50.0,00:00:00,1.0,10.0,00:00:00,85.0,100.0,00:00:00,76.0,87.0,00:00:00,00:00:00,21.0,25,00:00:00,69.0,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14297403,RE,SR,82.0,100.0,00:00:00,41.0,100.0,00:00:00,53.0,85.0,00:00:00,80.0,100.0,00:00:00,6.0,15.0,00:00:00,92.0,100.0,46:35:38,56.0,70.0,00:00:00,,10.0,00:00:00,42.0,47.0,00:00:00,62.0,85.0,00:00:00,,10.0,00:00:00,50.0,100.0,00:00:00,67.0,75.0,00:00:00,8.0,25.0,00:00:00,62.0,100.0,00:00:00,36.0,50.0,00:00:00,0.0,10.0,00:00:00,84.0,100.0,00:00:00,76.0,87.0,00:00:00,46:35:38,16.0,25,00:00:00,50.0,75,00:00:00,56.0,75,00:00:00,8.0,10,00:00:00,7.0,10,00:00:00,8.0,10,00:00:00,7.0,10,00:00:00,8.0,10,00:00:00,7.0,10,00:00:00,7.0,10,00:00:00,7.0,10,00:00:00,8.0,10,00:00:00,7.0,10,46:35:38
A14786662,WA,JR,84.0,100.0,00:00:00,80.0,100.0,00:00:00,57.0,85.0,00:00:00,72.0,100.0,00:00:00,15.0,15.0,00:00:00,83.0,100.0,37:27:20,,70.0,00:00:00,10.0,10.0,00:00:00,47.0,47.0,00:00:00,58.0,85.0,00:00:00,0.0,10.0,00:00:00,93.0,100.0,00:00:00,66.0,75.0,00:00:00,25.0,25.0,00:00:00,72.0,100.0,00:00:00,38.0,50.0,00:00:00,,10.0,00:00:00,81.0,100.0,00:00:00,66.0,87.0,00:00:00,37:27:20,17.0,25,00:00:00,56.0,75,00:00:00,62.0,75,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,7.0,10,00:00:00,8.0,10,00:00:00,7.0,10,00:00:00,8.0,10,37:27:20,8.0,10,00:00:00,8.0,10,00:00:00,9.0,10,00:00:00
A14629706,SI,JR,95.0,100.0,00:00:00,67.0,100.0,00:00:00,78.0,85.0,00:00:00,82.0,100.0,00:00:00,11.0,15.0,00:00:00,98.0,100.0,00:00:00,66.0,70.0,00:00:00,10.0,10.0,00:00:00,47.0,47.0,00:00:00,85.0,85.0,00:00:00,10.0,10.0,00:00:00,89.0,100.0,00:00:00,66.0,75.0,00:00:00,25.0,25.0,00:00:00,83.0,100.0,402:08:42,46.0,50.0,00:00:00,0.0,10.0,00:00:00,94.0,100.0,00:00:00,86.0,87.0,00:00:00,402:08:42,22.0,25,00:00:00,75.0,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14368951,TH,SR,96.0,100.0,00:00:00,84.0,100.0,00:00:00,77.0,85.0,00:00:00,89.0,100.0,00:00:00,10.0,15.0,00:00:00,92.0,100.0,00:00:00,70.0,70.0,00:00:00,10.0,10.0,00:00:00,29.0,47.0,00:00:00,85.0,85.0,431:24:05,10.0,10.0,00:00:00,94.0,100.0,00:00:00,75.0,75.0,00:00:00,22.0,25.0,00:00:00,93.0,100.0,239:47:06,49.0,50.0,00:00:00,5.0,10.0,00:00:00,85.0,100.0,00:00:00,75.0,87.0,00:00:00,671:11:11,22.0,25,00:00:00,72.0,75,00:00:00,75.0,75,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,671:11:11,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14327063,WA,SR,71.0,100.0,00:00:00,39.0,100.0,00:00:00,52.0,85.0,00:00:00,87.0,100.0,00:00:00,15.0,15.0,00:00:00,,100.0,00:00:00,32.0,70.0,00:00:00,,10.0,00:00:00,36.0,47.0,00:00:00,85.0,85.0,00:00:00,,10.0,00:00:00,82.0,100.0,00:00:00,67.0,75.0,00:00:00,25.0,25.0,00:00:00,65.0,100.0,453:54:49,27.0,50.0,00:00:00,,10.0,00:00:00,86.0,100.0,00:00:00,80.0,87.0,00:00:00,644:57:10,15.0,25,00:00:00,50.0,75,00:00:00,56.0,75,00:00:00,8.0,10,00:00:00,7.0,10,00:00:00,7.0,10,00:00:00,7.0,10,00:00:00,7.0,10,00:00:00,7.0,10,00:00:00,8.0,10,00:00:00,7.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00
A14449980,WA,SR,89.0,100.0,53:24:36,74.0,100.0,00:00:00,59.0,85.0,00:00:00,87.0,100.0,00:00:00,11.0,15.0,00:00:00,70.0,100.0,00:00:00,43.0,70.0,00:00:00,10.0,10.0,00:00:00,33.0,47.0,00:00:00,71.0,85.0,00:00:00,,10.0,00:00:00,83.0,100.0,00:00:00,58.0,75.0,00:00:00,21.0,25.0,00:00:00,71.0,100.0,00:00:00,32.0,50.0,00:00:00,0.0,10.0,00:00:00,79.0,100.0,00:00:00,67.0,87.0,00:00:00,71:10:08,19.0,25,00:00:00,56.0,75,00:00:00,62.0,75,00:00:00,8.0,10,71:10:08,9.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,71:10:08,9.0,10,00:00:00,8.0,10,00:00:00,8.0,10,71:10:08,8.0,10,00:00:00
A14187677,RE,SR,94.0,100.0,00:00:00,99.0,100.0,00:00:00,81.0,85.0,00:00:00,84.0,100.0,00:00:00,14.0,15.0,00:00:00,98.0,100.0,47:15:32,69.0,70.0,00:00:00,10.0,10.0,00:00:00,27.0,47.0,00:00:00,85.0,85.0,00:00:00,,10.0,00:00:00,80.0,100.0,00:00:00,73.0,75.0,00:00:00,25.0,25.0,00:00:00,85.0,100.0,00:00:00,28.0,50.0,00:00:00,0.0,10.0,00:00:00,96.0,100.0,00:00:00,66.0,87.0,00:00:00,81:55:40,24.0,25,00:00:00,75.0,75,00:00:00,75.0,75,47:15:32,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14755997,RE,JR,90.0,100.0,00:00:00,,100.0,00:00:00,73.0,85.0,00:00:00,69.0,100.0,267:15:40,7.0,15.0,00:00:00,92.0,100.0,38:23:00,70.0,70.0,00:00:00,10.0,10.0,00:00:00,39.0,47.0,00:00:00,83.0,85.0,504:45:26,8.0,10.0,00:00:00,100.0,100.0,00:00:00,75.0,75.0,00:00:00,23.0,25.0,00:00:00,92.0,100.0,00:00:00,38.0,50.0,00:00:00,0.0,10.0,00:00:00,98.0,100.0,00:00:00,76.0,87.0,00:00:00,810:24:06,21.0,25,00:00:00,70.0,75,267:15:40,75.0,75,38:23:00,10.0,10,504:45:26,9.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,38:23:00,10.0,10,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14137241,RE,SR,95.0,100.0,00:00:00,45.0,100.0,32:23:21,71.0,85.0,00:00:00,86.0,100.0,00:00:00,10.0,15.0,00:00:00,80.0,100.0,47:04:08,39.0,70.0,00:00:00,10.0,10.0,00:00:00,36.0,47.0,00:00:00,69.0,85.0,00:00:00,10.0,10.0,00:00:00,80.0,100.0,00:00:00,74.0,75.0,00:00:00,24.0,25.0,00:00:00,90.0,100.0,00:00:00,50.0,50.0,00:00:00,7.0,10.0,00:00:00,96.0,100.0,00:00:00,70.0,87.0,00:00:00,79:28:00,21.0,25,00:00:00,64.0,75,00:00:00,70.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,47:04:08,9.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00,10.0,10,79:28:00
A14647586,TH,SR,73.0,100.0,00:00:00,71.0,100.0,00:00:00,65.0,85.0,00:00:00,92.0,100.0,00:00:00,12.0,15.0,00:00:00,93.0,100.0,47:40:33,57.0,70.0,00:00:00,,10.0,00:00:00,34.0,47.0,00:00:00,66.0,85.0,00:00:00,,10.0,00:00:00,78.0,100.0,00:00:00,59.0,75.0,00:00:00,2.0,25.0,00:00:00,71.0,100.0,00:00:00,41.0,50.0,00:00:00,,10.0,00:00:00,69.0,100.0,00:00:00,64.0,87.0,00:00:00,92:04:41,20.0,25,00:00:00,59.0,75,00:00:00,65.0,75,00:00:00,9.0,10,47:40:33,9.0,10,00:00:00,9.0,10,47:40:33,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00
A14429482,RE,JR,100.0,100.0,00:00:00,68.0,100.0,00:00:00,69.0,85.0,00:00:00,89.0,100.0,00:00:00,6.0,15.0,00:00:00,89.0,100.0,00:00:00,57.0,70.0,00:00:00,10.0,10.0,00:00:00,44.0,47.0,00:00:00,74.0,85.0,00:00:00,10.0,10.0,00:00:00,76.0,100.0,00:00:00,64.0,75.0,00:00:00,18.0,25.0,00:00:00,84.0,100.0,00:00:00,50.0,50.0,00:00:00,0.0,10.0,00:00:00,84.0,100.0,00:00:00,58.0,87.0,00:00:00,22:31:06,20.0,25,00:00:00,67.0,75,00:00:00,73.0,75,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00
A14315875,WA,JR,80.0,100.0,00:00:00,94.0,100.0,00:00:00,77.0,85.0,00:00:00,82.0,100.0,00:00:00,6.0,15.0,00:00:00,98.0,100.0,00:00:00,66.0,70.0,00:00:00,10.0,10.0,00:00:00,41.0,47.0,00:00:00,83.0,85.0,00:00:00,10.0,10.0,00:00:00,86.0,100.0,00:00:00,68.0,75.0,00:00:00,21.0,25.0,00:00:00,92.0,100.0,257:20:17,43.0,50.0,00:00:00,5.0,10.0,00:00:00,91.0,100.0,00:00:00,77.0,87.0,00:00:00,257:21:00,23.0,25,00:00:00,70.0,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14407221,RE,JR,91.0,100.0,55:41:56,76.0,100.0,00:00:00,77.0,85.0,00:00:00,100.0,100.0,00:00:00,15.0,15.0,00:00:00,79.0,100.0,00:00:00,59.0,70.0,00:00:00,10.0,10.0,00:00:00,37.0,47.0,00:00:00,74.0,85.0,557:54:22,6.0,10.0,00:00:00,92.0,100.0,00:00:00,59.0,75.0,00:00:00,20.0,25.0,00:00:00,,100.0,00:00:00,46.0,50.0,00:00:00,0.0,10.0,00:00:00,84.0,100.0,00:00:00,87.0,87.0,00:00:00,613:36:18,21.0,25,557:54:22,69.0,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,557:54:22,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14417790,FI,SR,73.0,100.0,00:00:00,71.0,100.0,00:00:00,60.0,85.0,00:00:00,72.0,100.0,00:00:00,15.0,15.0,00:00:00,76.0,100.0,00:00:00,58.0,70.0,00:00:00,10.0,10.0,00:00:00,36.0,47.0,00:00:00,58.0,85.0,00:00:00,,10.0,00:00:00,79.0,100.0,00:00:00,69.0,75.0,00:00:00,25.0,25.0,00:00:00,59.0,100.0,00:00:00,50.0,50.0,00:00:00,,10.0,00:00:00,86.0,100.0,00:00:00,68.0,87.0,00:00:00,00:00:00,17.0,25,00:00:00,55.0,75,00:00:00,61.0,75,00:00:00,9.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,9.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00
A14779202,RE,SR,89.0,100.0,00:00:00,31.0,100.0,00:00:00,71.0,85.0,00:00:00,100.0,100.0,00:00:00,15.0,15.0,00:00:00,100.0,100.0,00:00:00,65.0,70.0,00:00:00,10.0,10.0,00:00:00,40.0,47.0,00:00:00,63.0,85.0,431:28:41,8.0,10.0,00:00:00,100.0,100.0,00:00:00,63.0,75.0,00:00:00,23.0,25.0,00:00:00,96.0,100.0,00:00:00,44.0,50.0,00:00:00,1.0,10.0,00:00:00,92.0,100.0,00:00:00,74.0,87.0,00:00:00,431:28:41,21.0,25,00:00:00,68.0,75,00:00:00,74.0,75,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14135603,SI,SO,81.0,100.0,00:00:00,84.0,100.0,217:08:59,82.0,85.0,00:00:00,100.0,100.0,00:00:00,12.0,15.0,00:00:00,87.0,100.0,00:00:00,66.0,70.0,00:00:00,9.0,10.0,00:00:00,35.0,47.0,00:00:00,81.0,85.0,00:00:00,10.0,10.0,00:00:00,97.0,100.0,00:00:00,70.0,75.0,00:00:00,24.0,25.0,00:00:00,90.0,100.0,00:00:00,50.0,50.0,00:00:00,2.0,10.0,00:00:00,80.0,100.0,00:00:00,76.0,87.0,00:00:00,217:20:17,23.0,25,00:00:00,75.0,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14847419,MU,JR,97.0,100.0,00:00:00,98.0,100.0,00:00:00,69.0,85.0,00:00:00,95.0,100.0,00:00:00,8.0,15.0,00:00:00,100.0,100.0,00:00:00,67.0,70.0,00:00:00,10.0,10.0,00:00:00,35.0,47.0,00:00:00,60.0,85.0,00:00:00,3.0,10.0,00:00:00,97.0,100.0,00:00:00,75.0,75.0,00:00:00,22.0,25.0,00:00:00,100.0,100.0,00:00:00,44.0,50.0,00:00:00,8.0,10.0,00:00:00,92.0,100.0,00:00:00,83.0,87.0,00:00:00,120:01:11,20.0,25,00:00:00,66.0,75,00:00:00,72.0,75,120:01:11,10.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,120:01:11,9.0,10,120:01:11,9.0,10,120:01:11,9.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00
A14540066,TH,SR,90.0,100.0,00:00:00,79.0,100.0,00:00:00,82.0,85.0,00:00:00,92.0,100.0,00:00:00,12.0,15.0,00:00:00,89.0,100.0,00:00:00,61.0,70.0,00:00:00,10.0,10.0,00:00:00,42.0,47.0,00:00:00,85.0,85.0,00:00:00,10.0,10.0,00:00:00,86.0,100.0,00:00:00,66.0,75.0,00:00:00,19.0,25.0,00:00:00,72.0,100.0,00:00:00,38.0,50.0,00:00:00,,10.0,00:00:00,88.0,100.0,00:00:00,69.0,87.0,00:00:00,00:00:00,25.0,25,00:00:00,75.0,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14169808,TH,JR,98.0,100.0,00:00:00,80.0,100.0,00:00:00,69.0,85.0,00:00:00,97.0,100.0,00:00:00,10.0,15.0,00:00:00,100.0,100.0,42:36:43,,70.0,00:00:00,,10.0,00:00:00,42.0,47.0,00:00:00,84.0,85.0,00:00:00,,10.0,00:00:00,84.0,100.0,00:00:00,69.0,75.0,00:00:00,22.0,25.0,00:00:00,63.0,100.0,00:00:00,37.0,50.0,00:00:00,0.0,10.0,00:00:00,88.0,100.0,00:00:00,64.0,87.0,00:00:00,63:51:33,21.0,25,00:00:00,62.0,75,00:00:00,68.0,75,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,10.0,10,63:51:33,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00
A14929955,WA,JR,99.0,100.0,00:00:00,100.0,100.0,00:00:00,79.0,85.0,00:00:00,85.0,100.0,00:00:00,15.0,15.0,00:00:00,91.0,100.0,42:08:52,69.0,70.0,00:00:00,10.0,10.0,00:00:00,31.0,47.0,00:00:00,84.0,85.0,00:00:00,10.0,10.0,00:00:00,94.0,100.0,00:00:00,66.0,75.0,00:00:00,20.0,25.0,00:00:00,96.0,100.0,00:00:00,48.0,50.0,00:00:53,0.0,10.0,00:00:00,95.0,100.0,00:00:00,66.0,87.0,00:00:00,42:09:45,24.0,25,00:00:00,70.0,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:53,10.0,10,00:00:00,10.0,10,00:00:53,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,42:08:52,10.0,10,00:00:00,10.0,10,00:00:00
A14545267,SI,JR,78.0,100.0,00:00:00,100.0,100.0,00:00:00,60.0,85.0,00:00:00,80.0,100.0,00:00:00,15.0,15.0,00:00:00,100.0,100.0,45:17:14,65.0,70.0,00:00:00,10.0,10.0,00:00:00,41.0,47.0,00:00:00,69.0,85.0,00:00:00,7.0,10.0,00:00:00,84.0,100.0,00:00:00,71.0,75.0,00:00:00,25.0,25.0,00:00:00,80.0,100.0,00:00:00,23.0,50.0,00:01:22,3.0,10.0,00:00:00,86.0,100.0,00:00:00,64.0,87.0,00:00:00,63:28:47,17.0,25,00:00:00,54.0,75,00:00:00,60.0,75,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,45:17:14,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:01:22,8.0,10,63:28:47,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00
